,index,text,label
160,161it,"The pool slowly @filled@ with water.
youdao: La piscina si riempiva lentamente d’acqua.
google: La piscina si riempì lentamente d'acqua.
opus: La piscina lentamente riempita di acqua.
group_1:
ref: la piscina si riempiva lentamente d’acqua.
group_2:
ref:la piscina si riempì lentamente d'acqua.
group_3:
ref:la piscina si riempiva lentamente d’acqua.",
161,164it,"the water @formed@ little beads.
youdao: L’acqua formò delle piccole perle.
google: l'acqua formava piccole perle.
opus: l'acqua formava piccole perline.
group_1:
ref: l’acqua formò delle piccole perle.
group_2:
ref:l’acqua formò delle piccole perle.
group_3:
ref:l'acqua formava piccole perle.",
162,194it,"@suck@ the poison from the place where the snake bit.
youdao: Succhiare il veleno dal luogo dove il serpente si morse.
google: succhiare il veleno dal punto in cui il serpente ha morso.
opus: succhiare il veleno dal luogo dove il serpente ha morso.
group_1:
ref: succhiare il veleno dal luogo dove il serpente si morse.
group_2:
ref:succhiare il veleno dal punto in cui il serpente ha morso.
group_3:
ref:succhiare il veleno dal punto in cui il serpente ha morso.",
163,50it,"I can @breathe@ better when the air is clean.
youdao: Posso respirare meglio quando l’aria è pulita.
google: Posso respirare meglio quando l'aria è pulita.
opus: Posso respirare meglio quando l'aria è pulita.
group_1:
ref: posso respirare meglio quando l’aria è pulita.
group_2:
ref:posso respirare meglio quando l'aria è pulita.
group_3:
ref:posso respirare meglio quando l’aria è pulita.",
164,145it,"The truck @dumped@ the garbage in the street.
youdao: Il camion ha scaricato la spazzatura in strada.
google: Il camion ha scaricato la spazzatura in strada.
opus: Il furgone ha buttato la spazzatura per strada.
group_1:
ref: il furgone ha buttato la spazzatura per strada.
group_2:
ref:il camion ha scaricato la spazzatura in strada.
group_3:
ref:il camion ha scaricato la spazzatura in strada.",
165,131it,"The Crown Prince was @acknowledged@ as the true heir to the throne.
youdao: Il principe ereditario fu riconosciuto come il vero erede del trono.
google: Il principe ereditario è stato riconosciuto come il vero erede al trono.
opus: Il principe ereditario fu riconosciuto come il vero erede al trono.
group_1:
ref: il principe ereditario fu riconosciuto come il vero erede del trono.
group_2:
ref:il principe ereditario è stato riconosciuto come il vero erede al trono.
group_3:
ref:il principe ereditario fu riconosciuto come il vero erede del trono.",
166,266it,"The program committee @acknowledged@ the submission of the authors of the paper.
youdao: Il comitato di programma ha riconosciuto la presentazione degli autori del documento.
google: Il comitato del programma ha riconosciuto la presentazione degli autori del documento.
opus: Il comitato del programma ha riconosciuto la presentazione degli autori del giornale.
group_1:
ref: il comitato di programma ha riconosciuto la presentazione degli autori del documento.
group_2:
ref:il comitato del programma ha riconosciuto la presentazione degli autori del documento.
group_3:
ref:il comitato di programma ha riconosciuto la presentazione degli autori del documento.",
167,147it,"They plan to @uproot@ the vine that has spread all over the garden.
youdao: Hanno intenzione di estirpare la vite che si è diffusa in tutto il giardino.
google: Progettano di sradicare la vite che si è diffusa in tutto il giardino.
opus: Hanno intenzione di sradicare la vite che si è sparsa in tutto il giardino.
group_1:
ref: hanno intenzione di sradicare la vite che si è sparsa in tutto il giardino.
group_2:
ref:hanno intenzione di sradicare la vite che si è sparsa in tutto il giardino.
group_3:
ref:hanno intenzione di sradicare la vite che si è sparsa in tutto il giardino.",
168,160it,"the pilot managed to @land@ the airplane safely.
youdao: Il pilota è riuscito ad atterrare sull’aereo in sicurezza.
google: il pilota è riuscito a far atterrare l'aereo in sicurezza.
opus: il pilota è riuscito ad atterrare l'aereo in modo sicuro.
group_1:
ref: il pilota è riuscito ad atterrare sull’aereo in sicurezza.
group_2:
ref:il pilota è riuscito a far atterrare l'aereo in sicurezza.
group_3:
ref:il pilota è riuscito a far atterrare l'aereo in sicurezza.",
169,12it,"She @locked@ her jewels in the safe.
youdao: Ha chiuso a chiave i suoi gioielli al sicuro.
google: Ha chiuso i suoi gioielli nella cassaforte.
opus: Ha chiuso i gioielli nella cassaforte.
group_1:
ref: ha chiuso i suoi gioielli nella cassaforte.
group_2:
ref:ha chiuso i suoi gioielli nella cassaforte.
group_3:
ref: ha chiuso i suoi gioielli nella cassaforte.",
170,87it,"the player @juggled@ the ball.
youdao: Il giocatore ha giocato la palla.
google: il giocatore ha manipolato la palla.
opus: Il giocatore ha giocato la palla.
group_1:
ref: il giocatore ha giocato la palla.
group_2:
ref:il giocatore ha giocato la palla.
group_3:
ref:il giocatore ha giocato la palla.",
171,81it,"She @sowed@ sunflower seeds.
youdao: Ha seminato semi di girasole.
google: Ha seminato semi di girasole.
opus: Ha seminato semi di girasole.
group_1:
ref: ha seminato semi di girasole.
group_2:
ref:ha seminato semi di girasole.
group_3:
ref:ha seminato semi di girasole.",
172,172it,"The haze @blurs@ the hills.
youdao: La foschia deturpa le colline.
google: La foschia offusca le colline.
opus: La foschia offusca le colline.
group_1:
ref: la foschia offusca le colline.
group_2:
ref:la foschia offusca le colline.
group_3:
ref: la foschia offusca le colline.",
173,171it,"He @leaned@ his rifle against the wall.
youdao: Appoggiò il suo fucile contro il muro.
google: Appoggiò il fucile contro il muro.
opus: Ha appoggiato il fucile contro il muro.
group_1:
ref: ha appoggiato il fucile contro il muro.
group_2:
ref:appoggiò il suo fucile contro il muro.
group_3:
ref:ha appoggiato il fucile contro il muro.",
174,49it,"Your children have @infected@ you with this head cold.
youdao: I tuoi figli ti hanno infettato con questa testa fredda.
google: I tuoi figli ti hanno contagiato con questo raffreddore.
opus: I tuoi figli ti hanno infettato con questo raffreddore.
group_1:
ref: i tuoi figli ti hanno infettato con questa testa fredda.
group_2:
ref:i tuoi figli ti hanno infettato con questa testa fredda.
group_3:
ref:i tuoi figli ti hanno infettato con questa testa fredda",
175,5it,"Gun shots @volleyed@ at the attackers.
youdao: Colpi di pistola volleyed contro gli attentatori.
google: Colpi di pistola sparati contro gli aggressori.
opus: I colpi di pistola vollero contro gli aggressori.
group_1:
ref: colpi di pistola sono sparati contro gli aggressori.
group_2:
ref:colpi di pistola volleyed contro gli attentatori.
group_3:
ref:i colpi di pistola vollero contro gli aggressori.",
176,204it,"My nose is all @stuffed.@
youdao: Il mio naso è pieno imbottito.
google: Ho il naso tutto imbottito.
opus: Il mio naso e' tutto ripieno.
group_1:
ref: il mio naso è pieno imbottito.
group_2:
ref:il mio naso e' tutto ripieno.
group_3:
ref:il mio naso è pieno imbottito.",
177,305it,"@spot@ the areas that one should clearly identify.
youdao: Individuare le aree che si dovrebbero identificare chiaramente.
google: individuare le aree che si dovrebbero chiaramente identificare.
opus: individuare le aree che si dovrebbe identificare chiaramente.
group_1:
ref: individuare le aree che si dovrebbero identificare chiaramente.
group_2:
ref:individuare le aree che si dovrebbero chiaramente identificare.
group_3:
ref:individuare le aree che si dovrebbero identificare chiaramente.",
178,313it,"The seamstress @ruffled@ the curtain fabric.
youdao: La cucitrice strofinò il tessuto della tenda.
google: La sarta ha arruffato il tessuto della tenda.
opus: La sarta arruffava il tessuto della tenda.
group_1:
ref: la sarta arruffava il tessuto della tenda.
group_2:
ref:la cucitrice strofinò il tessuto della tenda.
group_3:
ref: la sarta ha arruffato il tessuto della tenda.",
179,226it,"Protein @digests@ in a few hours.
youdao: Digerire le proteine in poche ore.
google: Le proteine vengono digerite in poche ore.
opus: Le proteine digeriscono in poche ore.
group_1:
ref: le proteine vengono digerite in poche ore.
group_2:
ref:le proteine vengono digerite in poche ore.
group_3:
ref:digerire le proteine in poche ore.",
180,326it,"The summer sun alone can cause a pine to @blaze.@
youdao: Il sole estivo da solo può causare l’incendio di un pino.
google: Il solo sole estivo può far divampare un pino.
opus: Solo il sole estivo può far ardere un pino.
group_1:
ref: il solo sole estivo può far divampare un pino.
group_2:
ref:il sole estivo da solo può causare l’incendio di un pino.
group_3:
ref:solo il sole estivo può far ardere un pino.",
181,56it,"The child @drowned@ in the lake.
youdao: Il bambino annegò nel lago.
google: Il bambino è annegato nel lago.
opus: Il bambino è annegato nel lago.
group_1:
ref: il bambino è annegato nel lago.
group_2:
ref: il bambino annegò nel lago.
group_3:
ref:il bambino è annegato nel lago.",
182,227it,"The leaves @clog@ our drains in the Fall.
youdao: Le foglie intasano le nostre fognature in autunno.
google: Le foglie intasano i nostri scarichi in autunno.
opus: Le foglie intasano i nostri scarichi in autunno.
group_1:
ref: le foglie intasano i nostri scarichi in autunno.
group_2:
ref:le foglie intasano i nostri scarichi in autunno.
group_3:
ref:le foglie intasano le nostre fognature in autunno.",
183,182it,"This car does not @compare@ with our line of Mercedes.
youdao: Questa macchina non è paragonabile alla nostra linea di Mercedes.
google: Questa macchina non è paragonabile alla nostra linea di Mercedes.
opus: Questa macchina non è paragonabile alla nostra linea di Mercedes.
group_1:
ref: questa macchina non è paragonabile alla nostra linea di mercedes.
group_2:
ref:questa macchina non è paragonabile alla nostra linea di mercedes.
group_3:
ref:questa macchina non è paragonabile alla nostra linea di mercedes.",
184,221it,"@color@ the walls with paint in warm tones.
youdao: Colora le pareti con toni caldi.
google: colorare le pareti con vernice dai toni caldi.
opus: colorare le pareti con vernice in toni caldi.
group_1:
ref: colorare le pareti con vernice dai toni caldi.
group_2:
ref:colora le pareti con toni caldi.
group_3:
ref:colora le pareti con toni caldi.",
185,179it,"He @loaded@ his gun carefully.
youdao: Ha caricato la sua pistola con attenzione.
google: Ha caricato la sua pistola con cura.
opus: Ha caricato la pistola con attenzione.
group_1:
ref: ha caricato la sua pistola con attenzione.
group_2:
ref:ha caricato la sua pistola con attenzione.
group_3:
ref:ha caricato la sua pistola con attenzione.",
186,278it,"The crocodile was @crawling@ along the riverbed.
youdao: Il coccodrillo stava strisciando lungo il letto del fiume.
google: Il coccodrillo stava strisciando lungo il letto del fiume.
opus: Il coccodrillo strisciava lungo il letto del fiume.
group_1:
ref: il coccodrillo stava strisciando lungo il letto del fiume.
group_2:
ref:il coccodrillo stava strisciando lungo il letto del fiume.
group_3:
ref:il coccodrillo stava strisciando lungo il letto del fiume.",
187,99it,"Will this wallpaper @adhere@ to the wall?
youdao: Questo sfondi aderirà al muro?
google: Questa carta da parati aderirà al muro?
opus: Questa carta da parati aderisce al muro?
group_1:
ref: questa carta da parati aderirà al muro?
group_2:
ref:questa carta da parati aderisce al muro?
group_3:
ref: questo sfondi aderirà al muro?",
188,223it,"She @talks@ a lot of nonsense.
youdao: Lei parla di molte sciocchezze.
google: Dice un sacco di sciocchezze.
opus: Dice un sacco di sciocchezze.
group_1:
ref: lei parla di molte sciocchezze.
group_2:
ref:dice un sacco di sciocchezze.
group_3:
ref:dice un sacco di sciocchezze.",
189,112it,"The cold air @condensed@ the steam.
youdao: L’aria fredda condensò il vapore.
google: L'aria fredda condensava il vapore.
opus: L'aria fredda condensava il vapore.
group_1:
ref: l’aria fredda condensò il vapore.
group_2:
ref:l'aria fredda condensava il vapore.
group_3:
ref: l'aria fredda condensava il vapore.",
190,103it,"The curtain @ripped@ from top to bottom.
youdao: La tenda si è staccata da cima a fondo.
google: Il sipario si squarciò da cima a fondo.
opus: La tenda strappata da cima a fondo.
group_1:
non ref: la tenda strappata da cima a fondo.
group_2:
ref:la tenda si è staccata da cima a fondo.
group_3:
ref:la tenda strappata da cima a fondo.",
191,322it,"@answer@ the telephone.
youdao: Rispondi al telefono.
google: rispondi al telefono.
opus: Rispondi al telefono.
group_1:
ref: rispondi al telefono.
group_2:
ref:rispondi al telefono.
group_3:
ref:rispondi al telefono.",
192,295it,"The husband @drinks@ and beats his wife.
youdao: Il marito beve e picchia sua moglie.
google: Il marito beve e picchia la moglie.
opus: Il marito beve e picchia sua moglie.
group_1:
ref: il marito beve e picchia sua moglie.
group_2:
ref:il marito beve e picchia sua moglie.
group_3:
ref:il marito beve e picchia sua moglie.",
193,46it,"A hot bath always @relaxes@ me.
youdao: Un bagno caldo mi rilassa sempre.
google: Un bagno caldo mi rilassa sempre.
opus: Un bagno caldo mi rilassa sempre.
group_1:
ref: un bagno caldo mi rilassa sempre.
group_2:
ref:un bagno caldo mi rilassa sempre.
group_3:
ref:un bagno caldo mi rilassa sempre.",
194,163it,"The sun @radiates@ heat.
youdao: Il sole irradia calore.
google: Il sole irradia calore.
opus: Il sole irradia calore.
group_1:
ref: il sole irradia calore.
group_2:
ref:il sole irradia calore.
group_3:
ref:il sole irradia calore.",
195,219it,"The sailors decided to @tack@ the boat.
youdao: I marinai decisero di armare la barca.
google: I marinai decisero di virare la barca.
opus: I marinai decisero di attaccare la barca.
group_1:
ref: i marinai decisero di virare la barca.
group_2:
ref:i marinai decisero di virare la barca.
group_3:
ref: i marinai decisero di attaccare la barca.",
196,277it,"Tears @streamed@ down her face.
youdao: Lacrime versato giù per il suo viso.
google: Le lacrime le rigarono il viso.
opus: Le lacrime le scorrono in faccia.
group_1:
non ref: le lacrime le rigarono il viso.
group_2:
ref:lacrime versato giù per il suo viso.
group_3:
ref: lacrime versato giù per il suo viso.",
197,233it,"The heavy rain @guttered@ the soil.
youdao: La pioggia pesante ha spazzato via il suolo.
google: La pioggia battente ha sgretolato il terreno.
opus: La pioggia pesante ha buttato il terreno.
group_1:
ref: la pioggia pesante ha spazzato via il suolo.
group_2:
ref:la pioggia battente ha sgretolato il terreno.
group_3:
ref:la pioggia pesante ha buttato il terreno.",
198,117it,"The passenger @grabbed@ for the oxygen mask.
youdao: Il passeggero prese per la maschera ad ossigeno.
google: Il passeggero ha afferrato la maschera per l'ossigeno.
opus: Il passeggero ha preso la maschera di ossigeno.
group_1:
ref: il passeggero ha afferrato la maschera per l'ossigeno.
group_2:
ref:il passeggero prese per la maschera ad ossigeno.
group_3:
ref: il passeggero ha afferrato la maschera per l'ossigeno.",
199,138it,"We @painted@ the rooms yellow.
youdao: Abbiamo pitturato le stanze di giallo.
google: Abbiamo dipinto le stanze di giallo.
opus: Abbiamo dipinto le stanze gialle.
group_1:
ref: abbiamo pitturato le stanze di giallo.
group_2:
ref:abbiamo dipinto le stanze di giallo.
group_3:
ref:abbiamo dipinto le stanze di giallo.",
200,291it,"He @bowed@ before the King.
youdao: Si inchinò davanti al re.
google: Si inchinò davanti al re.
opus: Si è inchinato davanti al Re.
group_1:
ref: si inchinò davanti al re.
group_2:
ref:si inchinò davanti al re.
group_3:
ref:si è inchinato davanti al re.",
201,271it,"We @preserve@ these archeological findings.
youdao: Preserviamo questi reperti archeologici.
google: Conserviamo questi reperti archeologici.
opus: Conserviamo questi reperti archeologici.
group_1:
ref: conserviamo questi reperti archeologici.
group_2:
ref:conserviamo questi reperti archeologici.
group_3:
ref:conserviamo questi reperti archeologici.",
202,175it,"The two pieces @match.@
youdao: I due pezzi corrispondono.
google: I due pezzi combaciano.
opus: I due pezzi corrispondono.
group_1:
ref: i due pezzi corrispondono.
group_2:
ref:i due pezzi corrispondono.
group_3:
ref: i due pezzi corrispondono.",
203,230it,"The sun @radiates@ heat.
youdao: Il sole irradia calore.
google: Il sole irradia calore.
opus: Il sole irradia calore.
group_1:
ref: il sole irradia calore.
group_2:
ref:il sole irradia calore.
group_3:
ref:il sole irradia calore.",
204,44it,"@tread@ grapes to make wine.
youdao: Battistrada dell’uva per la vinificazione.
google: pigiare l'uva per fare il vino.
opus: pedalare l'uva per fare il vino.
group_1:
non ref: pigiare l'uva per fare il vino.
group_2:
ref:battistrada dell’uva per la vinificazione.
group_3:
ref:pedalare l'uva per fare il vino.",
205,304it,"The hunters @traced@ the deer into the woods.
youdao: I cacciatori hanno rintracciato il cervo nel bosco.
google: I cacciatori hanno rintracciato il cervo nel bosco.
opus: I cacciatori hanno rintracciato il cervo nel bosco.
group_1:
ref: i cacciatori hanno rintracciato il cervo nel bosco.
group_2:
ref:i cacciatori hanno rintracciato il cervo nel bosco.
group_3:
ref:i cacciatori hanno rintracciato il cervo nel bosco.",
206,114it,"The cat @scraped@ at the armchair.
youdao: Il gatto ha raschiato la poltrona.
google: Il gatto grattava la poltrona.
opus: Il gatto ha graffiato la poltrona.
group_1:
ref: il gatto grattava la poltrona.
group_2:
ref:il gatto ha raschiato la poltrona.
group_3:
ref: il gatto ha raschiato la poltrona.",
207,213it,"The wrestler @twisted@ his shoulder.
youdao: Il lottatore si torceva la spalla.
google: Il lottatore ha storto la spalla.
opus: Il wrestler gli ha attorcigliato la spalla.
group_1:
ref: il lottatore ha storto la spalla.
group_2:
ref:il lottatore si torceva la spalla.
group_3:
ref:il lottatore si torceva la spalla.",
208,9it,"She @nags@ her husband all day long.
youdao: Lei nags suo marito tutto il giorno.
google: Lei tormenta suo marito tutto il giorno.
opus: Da' fastidio a suo marito tutto il giorno.
group_1:
non ref: lei tormenta suo marito tutto il giorno.
group_2:
ref:lei nags suo marito tutto il giorno.
group_3:
ref:ha assillato suo marito tutto il giorno.",
209,47it,"@wear@ one's hair in a certain way.
youdao: Indossate i capelli in un certo modo.
google: portare i capelli in un certo modo.
opus: Indossa i capelli in un certo modo.
group_1:
non ref: porta i capelli in un certo modo.
group_2:
ref:mantenere i capelli in un certo modo.
group_3:
ref: indossa i capelli in un certo modo.",
210,76it,"The water @swells@ the wood.
youdao: L’acqua gonfia il legno.
google: L'acqua gonfia il legno.
opus: L'acqua gonfia il legno.
group_1:
ref: l’acqua gonfia il legno.
group_2:
ref:l'acqua gonfia il legno.
group_3:
ref:l’acqua gonfia il legno.",
211,154it,"The gun @kicked@ back into my shoulder.
youdao: La pistola mi calciò di nuovo in spalla.
google: La pistola mi ha colpito alla spalla.
opus: La pistola mi ha sbattuto contro la spalla.
group_1:
non ref: la pistola mi ha sbattuto contro la spalla.
group_2:
ref:la pistola mi ha sbattuto contro la spalla.
group_3:
ref:la pistola mi ha sbattuto contro la spalla.",
212,77it,"The path @ascended@ to the top of the hill.
youdao: Il percorso è salito in cima alla collina.
google: Il sentiero saliva in cima alla collina.
opus: Il sentiero è salito in cima alla collina.
group_1:
ref: il percorso è salito in cima alla collina.
group_2:
ref:il sentiero è salito in cima alla collina.
group_3:
ref:il sentiero è salito in cima alla collina.",
213,15it,"The container @leaked@ gasoline.
youdao: Il contenitore ha perso benzina.
google: Il contenitore perdeva benzina.
opus: Il container ha fatto fuoriuscire benzina.
group_1:
non ref: il contenitore ha perso benzina.
group_2:
ref: il container ha fatto fuoriuscire benzina.
group_3:
ref:il container ha fatto fuoriuscire benzina.",
214,282it,"The athlete @pumps@ weights in the gym.
youdao: L’atleta pompa pesi in palestra.
google: L'atleta pompa i pesi in palestra.
opus: L'atleta pompa pesi in palestra.
group_1:
ref: l’atleta pompa pesi in palestra.
group_2:
ref: l'atleta alza pesi in palestra.
group_3:
ref:l’atleta pompa pesi in palestra.",
215,54it,"Suddenly, the proprietor @emerged@ from his office.
youdao: Improvvisamente, il proprietario emerse dal suo ufficio.
google: Improvvisamente, il proprietario uscì dal suo ufficio.
opus: Improvvisamente, il proprietario è uscito dal suo ufficio.
group_1:
non ref: improvvisamente, il proprietario è uscito dal suo ufficio.
group_2:
ref:improvvisamente, il proprietario emerse dal suo ufficio.
group_3:
ref: improvvisamente, il proprietario emerse dal suo ufficio.",
216,205it,"@spray@ water on someone.
youdao: Spruzzi acqua su qualcuno.
google: spruzzare acqua su qualcuno.
opus: spruzzare acqua su qualcuno.
group_1:
ref: spruzzi acqua su qualcuno.
group_2:
ref:spruzzare acqua su qualcuno.
group_3:
ref:spruzzare acqua su qualcuno.",
217,256it,"The plastic bottle @crushed@ against the wall.
youdao: Il flacone di plastica è schiacciato contro il muro.
google: La bottiglia di plastica schiacciata contro il muro.
opus: La bottiglia di plastica schiacciata contro il muro.
group_1:
ref: il flacone di plastica è schiacciato contro il muro.
group_2:
ref:la bottiglia di plastica schiacciata contro il muro.
group_3:
ref: il flacone di plastica è schiacciato contro il muro.",
218,254it,"We had to @swim@ for 20 minutes to reach the shore.
youdao: Abbiamo dovuto nuotare per 20 minuti per raggiungere la costa.
google: Abbiamo dovuto nuotare per 20 minuti per raggiungere la riva.
opus: Abbiamo dovuto nuotare per 20 minuti per raggiungere la riva.
group_1:
ref: abbiamo dovuto nuotare per 20 minuti per raggiungere la costa.
group_2:
ref:abbiamo dovuto nuotare per 20 minuti per raggiungere la riva.
group_3:
ref:abbiamo dovuto nuotare per 20 minuti per raggiungere la riva.",
219,150it,"The car @crushed@ the toy.
youdao: L’auto distrusse il giocattolo.
google: L'auto ha schiacciato il giocattolo.
opus: L'auto ha rotto il giocattolo.
group_1:
non ref: l'auto ha rotto il giocattolo.
group_2:
ref:l’auto distrusse il giocattolo.
group_3:
ref: l'auto ha schiacciato il giocattolo.",
220,247it,"The singer had to be @boosted@ onto the stage by a special contraption.
youdao: Il cantante ha dovuto essere spinto sul palco da una speciale contrazione.
google: Il cantante doveva essere spinto sul palco da un aggeggio speciale.
opus: Il cantante ha dovuto essere spinto sul palco da un aggeggio speciale.
group_1:
ref: il cantante doveva essere spinto sul palco da un aggeggio speciale.
group_2:
ref:il cantante ha dovuto essere spinto sul palco da un aggeggio speciale.
group_3:
ref:il cantante ha dovuto essere spinto sul palco da una speciale contrazione.",
221,107it,"@lay@ the books on the table.
youdao: Allinea i libri sul tavolo.
google: posare i libri sul tavolo.
opus: Metti i libri sul tavolo.
group_1:
ref: metti i libri sul tavolo.
group_2:
ref:metti i libri sul tavolo.
group_3:
ref:posare i libri sul tavolo",
222,26it,"She @vested@ her vast fortune in her two sons.
youdao: Ha dato la sua immensa fortuna ai suoi due figli.
google: Ha investito la sua vasta fortuna nei suoi due figli.
opus: Consegnò la sua immensa fortuna ai suoi due figli.
group_1:
ref: ha investito i suoi due figli della sua vasta fortuna.
group_2:
ref:ha consegnato la sua immensa fortuna ai suoi due figli.
group_3:
ref: ha investito la sua vasta fortuna nei suoi due figli.",
223,165it,"Thunderbolts can @stampede@ animals.
youdao: I bulloni possono stampare gli animali.
google: I fulmini possono far precipitare gli animali.
opus: Thunderbolts puo' timbrare gli animali.
group_1:
ref: i fulmini possono scorrazzare gli animali.
group_2:
ref:i fulmini possono far fuggire gli animali.
group_3:
ref: i bulloni possono stampare gli animali.",
224,74it,"pigs were @wallowing@ in the mud.
youdao: I maiali stavano bagnando nel fango.
google: i maiali sguazzavano nel fango.
opus: I maiali sguazzavano nel fango.
group_1:
ref: i maiali sguazzavano nel fango.
group_2:
ref:i maiali sguazzavano nel fango.
group_3:
ref: i maiali sguazzavano nel fango.",
225,324it,"They @computerized@ the car industry.
youdao: Hanno computerizzato l’industria automobilistica.
google: Hanno informatizzato l'industria automobilistica.
opus: Hanno computerizzato l'industria automobilistica.
group_1:
ref: hanno computerizzato l’industria automobilistica.
group_2:
ref:hanno computerizzato l’industria automobilistica.
group_3:
ref: hanno computerizzato l'industria automobilistica.",
226,280it,"John @compared@ his haircut to his friend's.
youdao: John paragonò il suo taglio di capelli a quello del suo amico.
google: John ha paragonato il suo taglio di capelli a quello del suo amico.
opus: John ha paragonato il suo taglio di capelli a quello del suo amico.
group_1:
ref: john ha paragonato il suo taglio di capelli a quello del suo amico.
group_2:
ref:john ha paragonato il suo taglio di capelli a quello del suo amico.
group_3:
ref: john ha paragonato il suo taglio di capelli a quello del suo amico.",
227,248it,"her sunglasses @reflected@ his image.
youdao: I suoi occhiali da sole riflettevano la sua immagine.
google: i suoi occhiali da sole riflettevano la sua immagine.
opus: i suoi occhiali da sole riflettevano la sua immagine.
group_1:
ref: i suoi occhiali da sole riflettevano la sua immagine.
group_2:
ref:i suoi occhiali da sole riflettevano la sua immagine.
group_3:
ref: i suoi occhiali da sole riflettevano la sua immagine.",
228,140it,"The Serbs @attacked@ the village at night.
youdao: I serbi hanno attaccato il villaggio di notte.
google: I serbi hanno attaccato il villaggio di notte.
opus: I serbi attaccarono il villaggio di notte.
group_1:
ref: i serbi hanno attaccato il villaggio di notte.
group_2:
ref:i serbi hanno attaccato il villaggio di notte.
group_3:
ref: i serbi hanno attaccato il villaggio di notte.",
229,128it,"@fuel@ aircraft, ships, and cars.
youdao: Aerei, navi e automobili.
google: carburante per aerei, navi e automobili.
opus: carburante aerei, navi e auto.
group_1:
ref: fare rifornimento per aerei, navi e automobili.
group_2:
ref:carburante per aerei, navi e automobili.
group_3:
ref: rifornire i aerei, le navi e i automobili di carburante.",
230,70it,"Hitler @invaded@ Poland on September 1, 1939.
youdao: Hitler invase la polonia l’1 settembre 1939.
google: Hitler invase la Polonia il 1 settembre 1939.
opus: Hitler invase la Polonia il 1o settembre 1939.
group_1:
ref: hitler invase la polonia l' 1 settembre 1939.
group_2:
ref:hitler invase la polonia il 1 settembre 1939.
group_3:
ref: hitler invase la polonia l’1 settembre 1939.",
231,156it,"The vessel was @shipwrecked.@
youdao: La nave era naufragata.
google: La nave fece naufragio.
opus: La nave e' stata naufragata.
group_1:
ref: la nave fece naufragio.
group_2:
ref:la nave era naufragata.
group_3:
ref: la nave e' stata naufragata.",
232,35it,"She @whistled@ for her maid.
youdao: Fischiettò per la sua domestica.
google: Fischiò per la sua cameriera.
opus: Ha fischiato per la sua cameriera.
group_1:
ref: ha fischiato alla sua cameriera.
group_2:
ref:fischiò per la sua cameriera.
group_3:
ref: ha fischiato per la sua cameriera.",
233,261it,"Vesuvius @erupts@ once in a while.
youdao: Il vesuvio erutta una volta ogni tanto.
google: Il Vesuvio erutta di tanto in tanto.
opus: Il Vesuvio erutta ogni tanto.
group_1:
ref: il vesuvio erutta ogni tanto.
group_2:
ref:il vesuvio erutta di tanto in tanto.
group_3:
ref: il vesuvio erutta di tanto in tanto.",
234,186it,"He @communicated@ his anxieties to the psychiatrist.
youdao: Ha comunicato le sue ansie allo psichiatra.
google: Ha comunicato le sue ansie allo psichiatra.
opus: Ha comunicato le sue ansie allo psichiatra.
group_1:
ref: ha comunicato le sue ansie allo psichiatra.
group_2:
ref:ha comunicato le sue ansie allo psichiatra.
group_3:
ref: ha comunicato le sue ansie allo psichiatra.",
235,68it,"We @tasted@ wines last night.
youdao: Abbiamo assaggiato dei vini ieri sera.
google: Ieri sera abbiamo assaggiato i vini.
opus: Abbiamo assaggiato i vini ieri sera.
group_1:
ref: ieri sera abbiamo assaggiato i vini.
group_2:
ref:abbiamo assaggiato i vini ieri sera.
group_3:
ref: abbiamo assaggiato i vini ieri sera.",
236,246it,"They @tied@ their victim to the chair.
youdao: Legarono la loro vittima alla sedia.
google: Hanno legato la loro vittima alla sedia.
opus: Hanno legato la vittima alla sedia.
group_1:
ref: hanno legato la loro vittima alla sedia.
group_2:
ref:hanno legato la vittima alla sedia.
group_3:
ref: hanno legato la loro vittima alla sedia",
237,109it,"The baby @talks@ already.
youdao: Il bebè parla già.
google: Il bambino parla già.
opus: Il bambino parla gia'.
group_1:
ref: il bambino parla già.
group_2:
ref:il bambino parla già.
group_3:
ref: il bambino parla già.",
238,18it,"Hitler @attacked@ Poland on September 1, 1939 and started World War II.
youdao: Hitler attaccò la polonia l’1 settembre 1939 e iniziò la seconda guerra mondiale.
google: Hitler attaccò la Polonia il 1 settembre 1939 e iniziò la seconda guerra mondiale.
opus: Hitler attaccò la Polonia il 1o settembre 1939 e iniziò la seconda guerra mondiale.
group_1:
ref: hitler attaccò la polonia il 1o settembre 1939 e iniziò la seconda guerra mondiale.
group_2:
ref:hitler attaccò la polonia il 1 settembre 1939 e iniziò la seconda guerra mondiale.
group_3:
ref: hitler attaccò la polonia il 1o settembre 1939 e iniziò la seconda guerra mondiale.",
239,162it,"blue paint @dashed@ with white.
youdao: Vernice blu tratteggiata con bianco.
google: vernice blu tratteggiata di bianco.
opus: vernice blu tratteggiata di bianco.
group_1:
ref: vernice blu ha tratteggiata con bianco.
group_2:
ref:vernice blu tratteggiata con bianco.
group_3:
ref: vernice blu tratteggiata di bianco.",
